GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA2020
"G1700930","Illinois","17","170","Kendall County","093","0930",131869
"G1700950","Illinois","17","170","Knox County","095","0950",49967
"G1700970","Illinois","17","170","Lake County","097","0970",714342
"G1700990","Illinois","17","170","LaSalle County","099","0990",109658
"G1701010","Illinois","17","170","Lawrence County","101","1010",15280
"G1701030","Illinois","17","170","Lee County","103","1030",34145
"G1701050","Illinois","17","170","Livingston County","105","1050",35815
"G1701070","Illinois","17","170","Logan County","107","1070",27987
"G1701150","Illinois","17","170","Macon County","115","1150",103998
"G1701170","Illinois","17","170","Macoupin County","117","1170",44967
"G1701190","Illinois","17","170","Madison County","119","1190",265859
"G1701210","Illinois","17","170","Marion County","121","1210",37729
